EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                           log_L                          log_LH                         log_LHe                        log_Teff                           log_R                           log_g                      surface_h1                     surface_he3                     surface_he4                     surface_c12                     surface_o16                    log_center_T                  log_center_Rho                    center_gamma                       center_h1                      center_he4                      center_c12                           phase
  199         6.0000000000000000E+000         4.7932405186218574E+000         4.7932199201688412E+000        -1.5236205732113172E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.7179563773683095E+000         2.6994217134787877E+000        -3.2921107190262241E+001         4.2312926010549798E+000         4.1907013875630789E-001         4.2806206199155019E+000         7.1540609780526487E-001         6.6302078160800941E-005         2.7024240128806643E-001         2.4964474726932259E-003         6.1086690305600507E-003         7.4483534395817816E+000         1.4186296688826849E+000         2.6583061711369704E-002         7.1473135976434243E-001         2.7056956423801637E-001         1.7944038936585143E-005        -1.0000000000000000E+000
  200         6.0000000000000000E+000         4.8502145248279103E+000         4.8501932106929013E+000        -1.4378372851189994E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.7035935099304651E+000         2.7025394810345036E+000        -3.2869541236361584E+001         4.2304859205711232E+000         4.1350206600509976E-001         4.2968326225579982E+000         7.1540686692241029E-001         6.6311076938285383E-005         2.7024165688461438E-001         2.4964425293445835E-003         6.1086569344590514E-003         7.4497771292015056E+000         1.4046128163943550E+000         2.6214890397988098E-002         7.1464704647307764E-001         2.7065470028267852E-001         1.7402686327339647E-005        -1.0000000000000000E+000
  201         6.0000000000000000E+000         4.9450752013576889E+000         4.9450527213859097E+000        -1.4108048205530332E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.7124694192002483E+000         2.7115219303150280E+000        -3.2805440308160769E+001         4.2326459435594801E+000         4.1361997466327760E-001         4.3050055536088028E+000         7.1540795477575991E-001         6.6318170462657672E-005         2.7024060446283060E-001         2.4964357444324571E-003         6.1086403321539591E-003         7.4514472475273799E+000         1.3904498512887415E+000         2.5833809503344081E-002         7.1448493519687695E-001         2.7081909901099688E-001         1.6729776963426287E-005        -1.0000000000000000E+000
  202         6.0000000000000000E+000         5.0437906408215945E+000         5.0437669380125021E+000        -1.4687765357894722E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.7396695216434552E+000         2.7381812965313772E+000        -3.2723254504049642E+001         4.2373684248627264E+000         4.1777506327838909E-001         4.3052935587041414E+000         7.1540872969223668E-001         6.6320698471167733E-005         2.7023985344757712E-001         2.4964312073865484E-003         6.1086292302533016E-003         7.4533640070541329E+000         1.3791334849250971E+000         2.5499064436342408E-002         7.1431084965994418E-001         2.7099664624862596E-001         1.6884819430954798E-005         0.0000000000000000E+000
  203         6.0000000000000000E+000         5.0442240790492381E+000         5.0442003708574479E+000        -1.4691446549543338E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.7397985407502858E+000         2.7383143337400311E+000        -3.2722858520434642E+001         4.2373906832672441E+000         4.1779505602276829E-001         4.3052904874298701E+000         7.1540873228624569E-001         6.6320701937856854E-005         2.7023985093036168E-001         2.4964311928094693E-003         6.1086291945839956E-003         7.4533728462950366E+000         1.3790874631930896E+000         2.5497662855433614E-002         7.1431009211170438E-001         2.7099742078089706E-001         1.6885863039265289E-005         0.0000000000000000E+000
  204         6.0000000000000000E+000         5.1097101743186943E+000         5.1096856415568492E+000        -1.5245504790178929E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.7592735094363854E+000         2.7584439188336169E+000        -3.2663157040814063E+001         4.2407492179661448E+000         4.2081547096801752E-001         4.3048268480529570E+000         7.1540910995867368E-001         6.6321289287836569E-005         2.7023948430252182E-001         2.4964290795680905E-003         6.1086240235991053E-003         7.4547059679681542E+000         1.3721229513924147E+000         2.5285851950921166E-002         7.1419404238357942E-001         2.7111610923637780E-001         1.7046520281644806E-005         0.0000000000000000E+000
  205         6.0000000000000000E+000         5.1869168075886591E+000         5.1868912739499420E+000        -1.5932979929389308E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.7821707161300724E+000         2.7812883899008081E+000        -3.2596392402951608E+001         4.2446574480544275E+000         4.2444761413829468E-001         4.3041379427625790E+000         7.1540945910518972E-001         6.6321557071253510E-005         2.7023914461448140E-001         2.4964272023663458E-003         6.1086194301901544E-003         7.4562159510865564E+000         1.3636199198264838E+000         2.5034141185234251E-002         7.1405428189383902E-001         2.7125925029202125E-001         1.7244388743802671E-005         0.0000000000000000E+000
  206         6.0000000000000000E+000         5.2608227018016365E+000         5.2607961957927607E+000        -1.6631061317057822E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.8034033184799698E+000         2.8026618417549343E+000        -3.2534293339595308E+001         4.2482802168653633E+000         4.2781837769136993E-001         4.3034951644306378E+000         7.1540976914885923E-001         6.6321623059082996E-005         2.7023884291087230E-001         2.4964255449980146E-003         6.1086153747014239E-003         7.4576000969267646E+000         1.3557422007818465E+000         2.4806460069839970E-002         7.1392252383805455E-001         2.7139430581402119E-001         1.7443679375797808E-005         0.0000000000000000E+000
  207         6.0000000000000000E+000         5.2613580134877331E+000         5.2613315003563139E+000        -1.6636206334661486E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.8035562177362388E+000         2.8028154252698201E+000        -3.2533844557084031E+001         4.2483062788159227E+000         4.2784270341838682E-001         4.3034903825164950E+000         7.1540977107112291E-001         6.6321622959342684E-005         2.7023884103789797E-001         2.4964255349129013E-003         6.1086153500237083E-003         7.4576100549973319E+000         1.3556858101914524E+000         2.4804835180449541E-002         7.1392156898479808E-001         2.7139528495582554E-001         1.7444999089902919E-005         0.0000000000000000E+000
  208         6.0000000000000000E+000         5.3392043860280936E+000         5.3391768197338685E+000        -1.7383710210209301E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.8257891618822253E+000         2.8252400032656748E+000        -3.2468611687089144E+001         4.2520971605502726E+000         4.3137741202267937E-001         4.3028005837197867E+000         7.1541003858758723E-001         6.6321637387725191E-005         2.7023858028592490E-001         2.4964241343255556E-003         6.1086119228638573E-003         7.4590579676086382E+000         1.3474763756363901E+000         2.4568441175405326E-002         7.1378065167039528E-001         2.7153981197516219E-001         1.7645669525832539E-005         0.0000000000000000E+000
  209         6.0000000000000000E+000         5.4286877289384030E+000         5.4286589204418565E+000        -1.8261797234235458E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.8510255541649405E+000         2.8507123373887873E+000        -3.2394797577269550E+001         4.2563904920439972E+000         4.3540894517658862E-001         4.3019852905687248E+000         7.1541028781437555E-001         6.6321622147819866E-005         2.7023833687616461E-001         2.4964228700941659E-003         6.1086088293594992E-003         7.4606945310680235E+000         1.3381653608543842E+000         2.4302705624956244E-002         7.1361665309092515E-001         2.7170807583925477E-001         1.7875032117364961E-005         0.0000000000000000E+000
  210         6.0000000000000000E+000         5.4294588408249123E+000         5.4294300216308988E+000        -1.8269727587901507E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.8512374080133474E+000         2.8509283430998709E+000        -3.2394168693155464E+001         4.2564265472560496E+000         4.3544276167668883E-001         4.3019785527746102E+000         7.1541028999002976E-001         6.6321621816130180E-005         2.7023833475358422E-001         2.4964228588300530E-003         6.1086088017968370E-003         7.4607083741588998E+000         1.3380878316007458E+000         2.4300517159206586E-002         7.1361524856989345E-001         2.7170951669100546E-001         1.7876943321398306E-005         0.0000000000000000E+000
  211         6.0000000000000000E+000         5.5431576673307053E+000         5.5431272340776498E+000        -1.9437164898125477E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.8824485740569856E+000         2.8825169883102597E+000        -3.2302605776528971E+001         4.2617285982294826E+000         4.4044424275164279E-001         4.3009544596047169E+000         7.1541058557838233E-001         6.6321579796483371E-005         2.7023804610371893E-001         2.4964213541921161E-003         6.1086051200309396E-003         7.4627295815190742E+000         1.3265968889251816E+000         2.3977933430612195E-002         7.1340360419918747E-001         2.7192667191806608E-001         1.8161570725123538E-005         0.0000000000000000E+000
  212         6.0000000000000000E+000         5.5440086704577851E+000         5.5439782248521210E+000        -1.9445920679440822E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.8826822015918698E+000         2.8827501511787443E+000        -3.2301937940108232E+001         4.2617680622040339E+000         4.4048212856998065E-001         4.3009458922210966E+000         7.1541058721126138E-001         6.6321579519897935E-005         2.7023804450231326E-001         2.4964213465265500E-003         6.1086051012737225E-003         7.4627444029790926E+000         1.3265102278901217E+000         2.3975524517912364E-002         7.1340199368265167E-001         2.7192832426851615E-001         1.8163702736214982E-005         0.0000000000000000E+000
  213         6.0000000000000000E+000         5.6414004372110949E+000         5.6413686216461008E+000        -2.0451274454710996E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9086535307715913E+000         2.9087705445241365E+000        -3.2226987221617719E+001         4.2662757966424358E+000         4.4445232428303705E-001         4.3004772286431860E+000         7.1541105582914433E-001         6.6308272206429343E-005         2.7023759451664131E-001         2.4964186415763075E-003         6.1085984824099330E-003         7.4643782641603291E+000         1.3168818477408335E+000         2.3713314685914953E-002         7.1320860251261253E-001         2.7212660230512081E-001         1.8404862470365070E-005         0.0000000000000000E+000
  214         6.0000000000000000E+000         5.6446233038941527E+000         5.6445914550206098E+000        -2.0481626919104003E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9094610676420039E+000         2.9095873538932429E+000        -3.2224545786108379E+001         4.2664214762581949E+000         4.4456473348672559E-001         4.3004898466404722E+000         7.1541105329864940E-001         6.6314969996217777E-005         2.7023759470601066E-001         2.4964186532806525E-003         6.1085985110498195E-003         7.4644302546668113E+000         1.3165790848107557E+000         2.3705239965845490E-002         7.1320402760097645E-001         2.7213130423778437E-001         1.8412152676931677E-005         0.0000000000000000E+000
  215         6.0000000000000000E+000         5.6488222435195388E+000         5.6487903501780359E+000        -2.0524091805346428E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9105297873409617E+000         2.9106743062092177E+000        -3.2221321784601834E+001         4.2666140110231847E+000         4.4471402380622516E-001         4.3005006120145390E+000         7.1541105629929336E-001         6.6318548790011181E-005         2.7023759055166657E-001         2.4964186378401395E-003         6.1085984732677373E-003         7.4644987279389516E+000         1.3161856466136588E+000         2.3694701328314971E-002         7.1319788601181577E-001         2.7213761820321514E-001         1.8422292504127315E-005         0.0000000000000000E+000
  216         6.0000000000000000E+000         5.7248589565541046E+000         5.7248260224664751E+000        -2.1311720245375929E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9300043901029347E+000         2.9301967615932387E+000        -3.2165403303768784E+001         4.2701025661304159E+000         4.4747421497274997E-001         4.3005820131556973E+000         7.1541163719852974E-001         6.6313886247520263E-005         2.7023703054085929E-001         2.4964151018907572E-003         6.1085898209949658E-003         7.4656894707296697E+000         1.3089528559382728E+000         2.3504915544573700E-002         7.1303417592806717E-001         2.7230524270927292E-001         1.8613900797082003E-005         0.0000000000000000E+000
  217         6.0000000000000000E+000         5.7363085286652993E+000         5.7362754754556544E+000        -2.1430506574246513E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9329237493674967E+000         2.9331708089810937E+000        -3.2156564225916625E+001         4.2706278671439835E+000         4.4788329257789605E-001         4.3006073760466714E+000         7.1541163944516961E-001         6.6318380558893301E-005         2.7023702664861826E-001         2.4964151040497090E-003         6.1085898262778025E-003         7.4658772368597059E+000         1.3078812576280641E+000         2.3476143603218261E-002         7.1301821938931353E-001         2.7232166896311699E-001         1.8642066246186764E-005         0.0000000000000000E+000
  218         6.0000000000000000E+000         5.7520653071371024E+000         5.7520320805429686E+000        -2.1595099938550633E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9369421592799640E+000         2.9372430373623857E+000        -3.2144574988209357E+001         4.2713483161163062E+000         4.4845159958948377E-001         4.3006316019669102E+000         7.1541166088735908E-001         6.6320300896482225E-005         2.7023700502744419E-001         2.4964149938172470E-003         6.1085895565450576E-003         7.4661325629559059E+000         1.3063999042988286E+000         2.3436608246877672E-002         7.1299461679537013E-001         2.7234595335830480E-001         1.8681232712822661E-005         0.0000000000000000E+000
  219         6.0000000000000000E+000         5.8221958772890288E+000         5.8221616381365973E+000        -2.2326980217066937E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9549426858567873E+000         2.9554267995395369E+000        -3.2093032594188287E+001         4.2745608395766848E+000         4.5102681595713856E-001         4.3006478322206982E+000         7.1541213834932038E-001         6.6319724498326566E-005         2.7023654341723691E-001         2.4964121041126546E-003         6.1085824855975860E-003         7.4672299507946391E+000         1.2997345247709722E+000         2.3261832336369241E-002         7.1283595445941994E-001         2.7250835166794973E-001         1.8867194781061659E-005         0.0000000000000000E+000
  220         6.0000000000000000E+000         5.8493524775292443E+000         5.8493179347385409E+000        -2.2611607393195707E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9618658850463895E+000         2.9624316404687008E+000        -3.2072489813608669E+001         4.2757989033101573E+000         4.5201228808499433E-001         4.3006775806929163E+000         7.1541216499179328E-001         6.6320813417312797E-005         2.7023651683651062E-001         2.4964119796952663E-003         6.1085821811551087E-003         7.4676683498313334E+000         1.2971730811672468E+000         2.3193641777886881E-002         7.1279539471049325E-001         2.7255010741225222E-001         1.8935344133797862E-005         0.0000000000000000E+000
  221         6.0000000000000000E+000         5.8500308071987650E+000         5.8499962550795157E+000        -2.2618732279354021E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9620397722776599E+000         2.9626046902634156E+000        -3.2071996692284500E+001         4.2758297802578600E+000         4.5203747780522402E-001         4.3006771752625959E+000         7.1541216806385888E-001         6.6320814394284854E-005         2.7023651386101882E-001         2.4964119613444962E-003         6.1085821362517889E-003         7.4676788940359558E+000         1.2971084617729320E+000         2.3191951694554146E-002         7.1279399632003437E-001         2.7255153992643832E-001         1.8937079479381510E-005         0.0000000000000000E+000
  222         6.0000000000000000E+000         5.9460449078865221E+000         5.9460090181876870E+000        -2.3627825931350147E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9866375798762421E+000         2.9871517735866564E+000        -3.2002111683044227E+001         4.2801947068921624E+000         4.5560652833591092E-001         4.3006126407759675E+000         7.1541257463880870E-001         6.6321095373448875E-005         2.7023611982217655E-001         2.4964095513697795E-003         6.1085762391768182E-003         7.4691738846283364E+000         1.2879547491550194E+000         2.2952514720401877E-002         7.1259365223586058E-001         2.7275686293998003E-001         1.9188210398809547E-005         0.0000000000000000E+000
  223         6.0000000000000000E+000         5.9467168228718670E+000         5.9466809237188816E+000        -2.3634925672469096E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.9868100012292209E+000         2.9873247974095447E+000        -3.2001620571090903E+001         4.2802252596092174E+000         4.5563163357828940E-001         4.3006119317300699E+000         7.1541257696644256E-001         6.6321095741584925E-005         2.7023611756440030E-001         2.4964095378003223E-003         6.1085762059731059E-003         7.4691843864306078E+000         1.2878909052056189E+000         2.2950841016361676E-002         7.1259225131319237E-001         2.7275829831689213E-001         1.9189983778712426E-005         0.0000000000000000E+000
  224         6.0000000000000000E+000         6.0055298867267020E+000         6.0054932491486195E+000        -2.4257042898568762E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.0018461338001727E+000         3.0024806828536401E+000        -3.1958184801026519E+001         4.2828930361133368E+000         4.5781414685552635E-001         4.3005798026596160E+000         7.1541265150656763E-001         6.6321216733322523E-005         2.7023604459505296E-001         2.4964091528773928E-003         6.1085752640879639E-003         7.4701155468780120E+000         1.2823164517995969E+000         2.2803761815008247E-002         7.1249218336611886E-001         2.7286120752448112E-001         1.9343364418343633E-005         0.0000000000000000E+000
  225         6.0000000000000000E+000         6.0427222298272687E+000         6.0426849750410687E+000        -2.4650296864001139E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.0114196863723812E+000         3.0120531903848518E+000        -3.1931531116666555E+001         4.2845820423636622E+000         4.5922291064098020E-001         4.3005023070194710E+000         7.1541287027600031E-001         6.6321183569787549E-005         2.7023583281372054E-001         2.4964078456080922E-003         6.1085720652722299E-003         7.4706852343306611E+000         1.2787540816460596E+000         2.2711421749050477E-002         7.1239384714902343E-001         2.7296173322019390E-001         1.9448500957585596E-005         0.0000000000000000E+000
  226         6.0000000000000000E+000         6.0433869860524307E+000         6.0433497218878234E+000        -2.4657363018319458E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.0115902463230784E+000         3.0122242301271447E+000        -3.1931047303579497E+001         4.2846121632177994E+000         4.5924794890805370E-001         4.3005012045581292E+000         7.1541287174060031E-001         6.6321183586540600E-005         2.7023583138957652E-001         2.4964078373305274E-003         6.1085720450174876E-003         7.4706956097004777E+000         1.2786909454179745E+000         2.2709766790442357E-002         7.1239251561045269E-001         2.7296309858441814E-001         1.9450263928188669E-005         0.0000000000000000E+000
  227         6.0000000000000000E+000         6.1233151730327533E+000         6.1232768603089012E+000        -2.5507624612319882E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.0320506832591221E+000         3.0327753228505481E+000        -3.1872788511563115E+001         4.2882254072661281E+000         4.6225167927941752E-001         4.3003822420377560E+000         7.1541293877806311E-001         6.6321205573803170E-005         2.7023576544243949E-001         2.4964075161301755E-003         6.1085712590579593E-003         7.4719486256392926E+000         1.2711008038280540E+000         2.2510327416277637E-002         7.1225186559212161E-001         2.7310774737686871E-001         1.9661473806340506E-005         0.0000000000000000E+000
  228         6.0000000000000000E+000         6.1241299104955420E+000         6.1240915860904259E+000        -2.5516327186811098E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.0322598899556348E+000         3.0329848892454110E+000        -3.1872199859848443E+001         4.2882622429019133E+000         4.6228261135610343E-001         4.3003804014273816E+000         7.1541294006803202E-001         6.6321205409265176E-005         2.7023576418524642E-001         2.4964075089671900E-003         6.1085712415305310E-003         7.4719612801593494E+000         1.2710233282695329E+000         2.2508300756997786E-002         7.1225021750436079E-001         2.7310943820124345E-001         1.9663668059558676E-005         0.0000000000000000E+000
  229         6.0000000000000000E+000         6.2642988350966924E+000         6.2642583515271504E+000        -2.7172590559337599E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.0669497501018181E+000         3.0677574597652866E+000        -3.1774052834964579E+001         4.2941779532661073E+000         4.6779612070080701E-001         4.2993757118305691E+000         7.1541303987852167E-001         6.6321192356310856E-005         2.7023566534183457E-001         2.4964070919183323E-003         6.1085702210350104E-003         7.4740563655363701E+000         1.2581622096467719E+000         2.2178331867917102E-002         7.1196885682789890E-001         2.7339807861225052E-001         2.0036311227626728E-005         0.0000000000000000E+000
  230         6.0000000000000000E+000         6.2655826895520690E+000         6.2655421843665700E+000        -2.7189489562713614E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.0672538809602594E+000         3.0680623545661954E+000        -3.1773185489935116E+001         4.2942277139804332E+000         4.6784866470137587E-001         4.2993591336550505E+000         7.1541303961920233E-001         6.6321192391012509E-005         2.7023566556500939E-001         2.4964070960410514E-003         6.1085702311230771E-003         7.4740746833938640E+000         1.2580497595725531E+000         2.2175516350775932E-002         7.1196626947072583E-001         2.7340072947087185E-001         2.0039611932559626E-005         0.0000000000000000E+000
  231         6.0000000000000000E+000         6.2668654225998086E+000         6.2668248958072441E+000        -2.7206373725710447E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.0675577453977283E+000         3.0683669818128978E+000        -3.1772318981176753E+001         4.2942774304369360E+000         4.6790116400710646E-001         4.2993425675583712E+000         7.1541303935641731E-001         6.6321192426244485E-005         2.7023566579155794E-001         2.4964071001821542E-003         6.1085702412561269E-003         7.4740929840519357E+000         1.2579374027232353E+000         2.2172703282496119E-002         7.1196368305864666E-001         2.7340337937609815E-001         2.0042911092688587E-005         0.0000000000000000E+000
  232         6.0000000000000000E+000         6.4770449519438102E+000         6.4770008316510062E+000        -3.0128416308346340E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.1158093421415085E+000         3.1167190981365280E+000        -3.1634879250943495E+001         4.3021353223837879E+000         4.7631117848529103E-001         4.2966271802746849E+000         7.1541301066046525E-001         6.6321197120469786E-005         2.7023568943216580E-001         2.4964076573936204E-003         6.1085716047218170E-003         7.4769731209089407E+000         1.2400606546456208E+000         2.1733757684253764E-002         7.1153838562846783E-001         2.7383914214199989E-001         2.0581354735666265E-005         0.0000000000000000E+000
  233         6.0000000000000000E+000         6.4788896649913390E+000         6.4788455132719918E+000        -3.0156458028188783E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.1162097873510941E+000         3.1171200088722966E+000        -3.1633732420085575E+001         4.3022000254489088E+000         4.7638199495984257E-001         4.2966034982064265E+000         7.1541301090989051E-001         6.6321197110267904E-005         2.7023568916138807E-001         2.4964076587865583E-003         6.1085716081302564E-003         7.4769967437974882E+000         1.2399125233573578E+000         2.1730241438760709E-002         7.1153477543351284E-001         2.7384283887367761E-001         2.0585889505910007E-005         0.0000000000000000E+000
  234         6.0000000000000000E+000         6.5223731609255893E+000         6.5223282204564663E+000        -3.0819751432088457E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.1256536156861197E+000         3.1265723556879856E+000        -3.1606936797637267E+001         4.3037240982457652E+000         4.7805576353364265E-001         4.2960362943835619E+000         7.1541297047159824E-001         6.6321204038620205E-005         2.7023572755559000E-001         2.4964079727630342E-003         6.1085723764133602E-003         7.4775503796542093E+000         1.2364122558699204E+000         2.1647384366080189E-002         7.1144857669338113E-001         2.7393115995566303E-001         2.0696914421219469E-005         0.0000000000000000E+000
  235         6.0000000000000000E+000         6.7568900478085094E+000         6.7568409324699132E+000        -3.4390247303726934E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.1765836969080903E+000         3.1775497478685590E+000        -3.1461960976854947E+001         4.3119411126394667E+000         4.8708677535722611E-001         4.2929692648021103E+000         7.1541297273585203E-001         6.6321208949624832E-005         2.7023572162798487E-001         2.4964083259881851E-003         6.1085732407358592E-003         7.4805397910577849E+000         1.2175358224698760E+000         2.1200504414378714E-002         7.1096860671854167E-001         2.7442257473600551E-001         2.1289543882278450E-005         0.0000000000000000E+000
  236         6.0000000000000000E+000         6.7588659140444500E+000         6.7588167617235744E+000        -3.4420431365361650E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.1770132812605434E+000         3.1779793556971683E+000        -3.1460743012454280E+001         4.3120103534627940E+000         4.8716308588679780E-001         4.2929429804617296E+000         7.1541297158537787E-001         6.6321209214009538E-005         2.7023572270900165E-001         2.4964083360487508E-003         6.1085732653535082E-003         7.4805649269885031E+000         1.2173767758553242E+000         2.1196742831235054E-002         7.1096444116715962E-001         2.7442683790581257E-001         2.1294610706042035E-005         0.0000000000000000E+000
  237         6.0000000000000000E+000         6.7608401995128133E+000         6.7607910102145921E+000        -3.4450592107811897E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.1774425229096144E+000         3.1784086205922764E+000        -3.1459526164046686E+001         4.3120795374048129E+000         4.8723933882729448E-001         4.2929167102247039E+000         7.1541297042919438E-001         6.6321209479071246E-005         2.7023572379556127E-001         2.4964083461417493E-003         6.1085732900505200E-003         7.4805900405484191E+000         1.2172178483817573E+000         2.1192984256918342E-002         7.1096027645996407E-001         2.7443110022556200E-001         2.1299676244495731E-005         0.0000000000000000E+000
  238         6.0000000000000000E+000         6.9726782175451367E+000         6.9726248267189375E+000        -3.7697859809293576E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.2235188814461466E+000         3.2244875308240708E+000        -3.1329908566355705E+001         4.3194958449643241E+000         4.9544490297653820E-001         4.2900504835391242E+000         7.1541270968034165E-001         6.6321259329784200E-005         2.7023597251208747E-001         2.4964102572859964E-003         6.1085779665151193E-003         7.4832708038549498E+000         1.2001193601142741E+000         2.0789746785429376E-002         7.1049811791495410E-001         2.7490417158103619E-001         2.1863498936359296E-005         0.0000000000000000E+000
  239         6.0000000000000000E+000         7.0586934620889039E+000         7.0586383970563364E+000        -3.9013005940908110E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.2422283213438332E+000         3.2431985147445537E+000        -3.1277088505160680E+001         4.3225063248523607E+000         4.9877866314930941E-001         4.2888827660083653E+000         7.1541268908116462E-001         6.6321267837530899E-005         2.7023599108315544E-001         2.4964105139457255E-003         6.1085785945473895E-003         7.4843608217349615E+000         1.1931787531537761E+000         2.0626037987177256E-002         7.1030454654517017E-001         2.7510216725255338E-001         2.2089417434348967E-005         0.0000000000000000E+000
  240         6.0000000000000000E+000         7.0607919897814977E+000         7.0607368811372631E+000        -3.9045268919788289E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.2426851698601538E+000         3.2436554496550394E+000        -3.1275804631143473E+001         4.3225797942292532E+000         4.9886014865368467E-001         4.2888539745696033E+000         7.1541268600631813E-001         6.6321268471706974E-005         2.7023599402299459E-001         2.4964105357137088E-003         6.1085786478124460E-003         7.4843873694719401E+000         1.1930093581493633E+000         2.0622045515497116E-002         7.1029975199705853E-001         2.7510707118777572E-001         2.2095074499192755E-005         0.0000000000000000E+000
  241         6.0000000000000000E+000         7.3999661637166900E+000         7.3999039758119771E+000        -4.5311915690658327E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.3086503941401890E+000         3.3096536250784991E+000        -3.1089970405741102E+001         4.3331051836289909E+000         5.1079198199422704E-001         4.2846570535828006E+000         7.1541254383566455E-001         6.6321317541251558E-005         2.7023612786524742E-001         2.4964117488948498E-003         6.1085816164007534E-003         7.4881807135707152E+000         1.1686365898884170E+000         2.0078916210622723E-002         7.0957797152153435E-001         2.7584499039617810E-001         2.2934898928328799E-005         0.0000000000000000E+000
  242         6.0000000000000000E+000         7.4541799879623030E+000         7.4541165760684374E+000        -4.6441506632752146E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.3183207304068612E+000         3.3193068122028375E+000        -3.1062876298713910E+001         4.3346391967762061E+000         5.1255912383313340E-001         4.2840415450357909E+000         7.1541247316934165E-001         6.6321331113518796E-005         2.7023619580057823E-001         2.4964122191666084E-003         6.1085827671301038E-003         7.4887289603721339E+000         1.1650729401513391E+000         2.0003473645274966E-002         7.0947568812667960E-001         2.7594966951915828E-001         2.3065304152323468E-005         0.0000000000000000E+000
  243         6.0000000000000000E+000         7.4573719562730405E+000         7.4573084751014953E+000        -4.6507613047377889E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.3188902958237838E+000         3.3198763477915771E+000        -3.1061265143819156E+001         4.3347295180276761E+000         5.1266326403865303E-001         4.2840051142523734E+000         7.1541247274495190E-001         6.6321331491979663E-005         2.7023619618765798E-001         2.4964122241997841E-003         6.1085827794460281E-003         7.4887614642865517E+000         1.1648636129928032E+000         1.9999033569169086E-002         7.0946925583680798E-001         2.7595624140940622E-001         2.3072730865706357E-005         0.0000000000000000E+000
  244         6.0000000000000000E+000         7.4605615384078199E+000         7.4604979879543354E+000        -4.6573673046036279E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.3194594390571304E+000         3.3204454597711717E+000        -3.1059655385027732E+001         4.3348197696973969E+000         5.1276733231588567E-001         4.2839686988568557E+000         7.1541247231451000E-001         6.6321331871054866E-005         2.7023619658060960E-001         2.4964122292677341E-003         6.1085827918470450E-003         7.4887939405133750E+000         1.1646544304191762E+000         1.9994596822254112E-002         7.0946282338231137E-001         2.7596281347375001E-001         2.3080156681751685E-005         0.0000000000000000E+000
  245         6.0000000000000000E+000         7.7847329362194078E+000         7.7846621868286263E+000        -5.3283577872950454E-011         0.0000000000000000E+000         0.0000000000000000E+000         3.3773329945515620E+000         3.3783115240200736E+000        -3.0896320244679075E+001         4.3439825397082190E+000         5.2337857004145738E-001         4.2801989902470154E+000         7.1541255330750086E-001         6.6321361630087371E-005         2.7023611594910885E-001         2.4964119842998947E-003         6.1085821924276203E-003         7.4920873913256933E+000         1.1433574375594024E+000         1.9543824151435987E-002         7.0876744655425139E-001         2.7667281075255840E-001         2.3844964658938772E-005         0.0000000000000000E+000
