EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                           log_L                          log_LH                         log_LHe                        log_Teff                           log_R                           log_g                      surface_h1                     surface_he3                     surface_he4                     surface_c12                     surface_o16                    log_center_T                  log_center_Rho                    center_gamma                       center_h1                      center_he4                      center_c12                           phase
  131         6.0000000000000000E+000         2.1479477803426685E+000         2.1479447398843954E+000        -4.7779704464864505E-013         0.0000000000000000E+000         0.0000000000000000E+000         8.6462988417744269E-001        -3.5275460045296203E+000        -8.1134921306954226E+001         3.7079154654728268E+000         5.3916116332518194E-001         3.6918424923150344E+000         7.1539288554522806E-001         6.6324352088069024E-005         2.7025509212521243E-001         2.4965354981048432E-003         6.1088844238787916E-003         6.6506943533116551E+000        -2.2003945819203885E-001         4.7404808135997671E-002         7.1539261746854743E-001         2.7025535837654141E-001         2.4965372247293047E-003        -1.0000000000000000E+000
  132         6.0000000000000000E+000         2.3753617293385298E+000         2.3753583014928266E+000        -5.6590833558479295E-013         0.0000000000000000E+000         0.0000000000000000E+000         9.5259134634943354E-001        -3.3767141640235243E+000        -7.9888230220645312E+001         3.7149095356089612E+000         5.6915375413890812E-001         3.6755650871637338E+000         7.1539291125226445E-001         6.6324344634661206E-005         2.7025506743104899E-001         2.4965353309253603E-003         6.1088840147998274E-003         6.6664436384731198E+000        -1.9761426324221537E-001         4.6510197140313098E-002         7.1539260110121550E-001         2.7025537490187079E-001         2.4965373151771809E-003        -1.0000000000000000E+000
  133         6.0000000000000000E+000         2.5330987362636828E+000         2.5330950302734676E+000        -6.4427144584359137E-013         0.0000000000000000E+000         0.0000000000000000E+000         1.0156634885851281E+000        -3.2927325810075452E+000        -7.8954145008755276E+001         3.7197002575491558E+000         5.9110838137636623E-001         3.6595778734464330E+000         7.1539293320422992E-001         6.6324339563026986E-005         2.7025504638822639E-001         2.4965351852563561E-003         6.1088836583558254E-003         6.6784458380877076E+000        -1.7524492138735029E-001         4.6025920754583241E-002         7.1539259142330547E-001         2.7025538430321899E-001         2.4965373682488976E-003        -1.0000000000000000E+000
  134         6.0000000000000000E+000         2.7274823200761675E+000         2.7274782557550790E+000        -7.7525939630501523E-013         0.0000000000000000E+000         0.0000000000000000E+000         1.0998400437166231E+000        -3.2004449678399536E+000        -7.7647375777482551E+001         3.7258067769624112E+000         6.2098362011560171E-001         3.6319375436743373E+000         7.1539296690244003E-001         6.6324332901347111E-005         2.7025501410108499E-001         2.4965349603565234E-003         6.1088831080383620E-003         6.6953317820902818E+000        -1.3905919327990879E-001         4.5517528462005484E-002         7.1539257992490168E-001         2.7025539521679220E-001         2.4965374313983893E-003        -1.0000000000000000E+000
  135         6.0000000000000000E+000         2.8538369146626952E+000         2.8538326014184721E+000        -9.0725898110243180E-013         0.0000000000000000E+000         0.0000000000000000E+000         1.1633588965995516E+000        -3.1397230055420975E+000        -7.6642783361624723E+001         3.7301405211100374E+000         6.4407555826181473E-001         3.6052181135953338E+000         7.1539299677552226E-001         6.6324327712224203E-005         2.7025498565142764E-001         2.4965347355895657E-003         6.1088825580460273E-003         6.7083868069199184E+000        -1.0870676360775579E-001         4.5213033396219647E-002         7.1539257248609522E-001         2.7025540217967803E-001         2.4965374721841582E-003        -1.0000000000000000E+000
  136         6.0000000000000000E+000         3.0121142842489910E+000         3.0121096367866786E+000        -1.1440867398254640E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.2584642536995689E+000        -3.0576010060197505E+000        -7.5171796213342986E+001         3.7365041776198744E+000         6.7890092379214917E-001         3.5591626942624028E+000         7.1539304004572624E-001         6.6324320268555271E-005         2.7025494399130812E-001         2.4965344652300731E-003         6.1088818964912936E-003         6.7277535431405013E+000        -6.2127006892537917E-002         4.4813668408894225E-002         7.1539256240325644E-001         2.7025541147831178E-001         2.4965375270934432E-003        -1.0000000000000000E+000
  137         6.0000000000000000E+000         3.1223927075348468E+000         3.1223877967547358E+000        -1.4723900036511142E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.3477811771341750E+000        -2.9873605305560105E+000        -7.3890389899585983E+001         3.7422823511587682E+000         7.1200303843166513E-001         3.5084132693054997E+000         7.1539308731697415E-001         6.6324312594993087E-005         2.7025489891401006E-001         2.4965340923171877E-003         6.1088809839940656E-003         6.7448761768261338E+000        -1.9987377860353539E-002         4.4502150878468191E-002         7.1539255369520360E-001         2.7025541937430070E-001         2.4965375748067400E-003        -1.0000000000000000E+000
  138         6.0000000000000000E+000         3.1999997200863923E+000         3.1999946031677933E+000        -1.8032899516543171E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.4253066196691422E+000        -2.9274911737123279E+000        -7.2831312971239484E+001         3.7473362735098461E+000         7.4065791499699429E-001         3.4619796322035832E+000         7.1539313271580429E-001         6.6324305208768114E-005         2.7025485559906698E-001         2.4965337099339215E-003         6.1088800483233424E-003         6.7591885051159961E+000         1.5332509090275519E-002         4.4236907980899152E-002         7.1539254735449542E-001         2.7025542498692867E-001         2.4965376085937072E-003        -1.0000000000000000E+000
  139         6.0000000000000000E+000         3.2635556933538856E+000         3.2635503759182054E+000        -2.2694870155500392E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.4982934242371220E+000        -2.8664184480737629E+000        -7.1798711421921837E+001         3.7525010857708008E+000         7.6682169275907319E-001         3.4180188726976537E+000         7.1539319595265827E-001         6.6324295058883031E-005         2.7025479546043918E-001         2.4965331394186351E-003         6.1088786523039555E-003         6.7733033952325261E+000         5.0183047735980785E-002         4.3989249105499471E-002         7.1539254012916009E-001         2.7025543132692020E-001         2.4965376477409091E-003        -1.0000000000000000E+000
  140         6.0000000000000000E+000         3.3246857269108605E+000         3.3246801942549515E+000        -2.7772729395343405E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.5695720669669648E+000        -2.8011344169551582E+000        -7.0690346950206859E+001         3.7580997135532002E+000         7.9126375855919662E-001         3.3771821705583482E+000         7.1539328824258686E-001         6.6324280243066258E-005         2.7025470765628745E-001         2.4965323230513045E-003         6.1088766546981994E-003         6.7886156242650415E+000         8.7970664754010885E-002         4.3715995451880922E-002         7.1539253251638968E-001         2.7025543783102995E-001         2.4965376879171803E-003        -1.0000000000000000E+000
  141         6.0000000000000000E+000         3.3842691195404946E+000         3.3842633507978643E+000        -3.3180587276555674E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.6375417335269735E+000        -2.7320692274861043E+000        -6.9487536369788316E+001         3.7642471487182498E+000         8.1295372150910084E-001         3.3416460644377564E+000         7.1539343443706171E-001         6.6324256751360675E-005         2.7025456853158247E-001         2.4965310588224111E-003         6.1088735611999475E-003         6.8054244064137501E+000         1.2957665027591408E-001         4.3416169193392452E-002         7.1539252439577927E-001         2.7025544450883482E-001         2.4965377291600479E-003        -1.0000000000000000E+000
  142         6.0000000000000000E+000         3.4337751143456914E+000         3.4337691229323815E+000        -3.8511630308800070E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.6914536771114079E+000        -2.6717645560123917E+000        -6.8404006046965179E+001         3.7701246736541867E+000         8.2815464342944434E-001         3.3175071870386779E+000         7.1539367651693442E-001         6.6324217773863610E-005         2.7025433849718195E-001         2.4965290137078868E-003         6.1088685569176951E-003         6.8207459823141701E+000         1.6787646073970425E-001         4.3163437178946586E-002         7.1539251578282848E-001         2.7025545144478791E-001         2.4965377724507809E-003        -1.0000000000000000E+000
  143         6.0000000000000000E+000         3.4891314117234837E+000         3.4891251433412567E+000        -4.5309191200093893E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.7520883945839980E+000        -2.5968422615196456E+000        -6.7100939809855916E+001         3.7780456232970829E+000         8.4263010287994777E-001         3.2954269542278603E+000         7.1539418716540615E-001         6.6324135954011812E-005         2.7025385376892941E-001         2.4965247796397121E-003         6.1088581963868113E-003         6.8393992970260555E+000         2.1483107437603993E-001         4.2869545844051407E-002         7.1539250426746159E-001         2.7025546037997794E-001         2.4965378284567208E-003        -1.0000000000000000E+000
  144         6.0000000000000000E+000         3.5335001962307317E+000         3.5334936835120718E+000        -5.1300884624411764E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.8025177308563995E+000        -2.5274232329127333E+000        -6.5978837617191544E+001         3.7858786151931563E+000         8.5217878722400209E-001         3.2818365264762974E+000         7.1539478670624090E-001         6.6324040758323512E-005         2.7025328469522314E-001         2.4965198976288311E-003         6.1088462503759260E-003         6.8556630421562179E+000         2.5589056925236386E-001         4.2615272486691516E-002         7.1539249371573588E-001         2.7025546811361278E-001         2.4965378769114107E-003        -1.0000000000000000E+000
  145         6.0000000000000000E+000         3.5702207384990299E+000         3.5702140078941897E+000        -5.6573806003187907E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.8458340773743769E+000        -2.4611645295594147E+000        -6.4994890202988287E+001         3.7939430857591185E+000         8.5770801935106433E-001         3.2753357210808338E+000         7.1539541324589129E-001         6.6323941765173260E-005         2.7025268998295954E-001         2.4965148469419142E-003         6.1088338916240994E-003         6.8700736867154886E+000         2.9238055075314257E-001         4.2392613196933666E-002         7.1539248371843789E-001         2.7025547504127739E-001         2.4965379202037856E-003        -1.0000000000000000E+000
  146         6.0000000000000000E+000         3.6044255602347213E+000         3.6044186108449918E+000        -6.1618989165601320E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.8875567072838557E+000        -2.3911106501557566E+000        -6.4028756466022443E+001         3.8038469962782351E+000         8.5876151326757133E-001         3.2774444395016733E+000         7.1539603752280079E-001         6.6323843842173161E-005         2.7025209689112656E-001         2.4965098834004930E-003         6.1088217461124838E-003         6.8843688880173284E+000         3.2865508124694309E-001         4.2174682846662669E-002         7.1539247310940335E-001         2.7025548196579385E-001         2.4965379631453938E-003        -1.0000000000000000E+000
  147         6.0000000000000000E+000         3.6311782589889643E+000         3.6311711291404998E+000        -6.5730546696029604E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.9200766059070444E+000        -2.3309951561426527E+000        -6.3258682280811009E+001         3.8132842622487004E+000         8.5614693063823577E-001         3.2858145028471020E+000         7.1539651603485410E-001         6.6323768714505945E-005         2.7025164196019152E-001         2.4965060852433258E-003         6.1088124522317546E-003         6.8958655272025782E+000         3.5792604954906898E-001         4.2009384089687150E-002         7.1539246287685843E-001         2.7025548853572062E-001         2.4965380035738114E-003        -1.0000000000000000E+000
  148         6.0000000000000000E+000         3.6541689214964164E+000         3.6541616295410213E+000        -6.9331617870019409E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.9488223536587788E+000        -2.2745925173406558E+000        -6.2571694313346867E+001         3.8222843989227240E+000         8.5251953116605583E-001         3.2957685177124136E+000         7.1539697605763974E-001         6.6323696413766331E-005         2.7025120455914703E-001         2.4965024345102770E-003         6.1088035190896908E-003         6.9062022093205693E+000         3.8424918404471564E-001         4.1860497326840614E-002         7.1539245325828316E-001         2.7025549438006807E-001         2.4965380386555974E-003        -1.0000000000000000E+000
  149         6.0000000000000000E+000         3.6769046399235710E+000         3.6768971817360425E+000        -7.2961845428014651E-012         0.0000000000000000E+000         0.0000000000000000E+000         1.9779641832469359E+000        -2.2139587635508726E+000        -6.1870057069996150E+001         3.8318314881715363E+000         8.4799626746250922E-001         3.3074843287854048E+000         7.1539745713041081E-001         6.6323620763093674E-005         2.7025074710252017E-001         2.4964986175753908E-003         6.1087941792609124E-003         6.9168373613496552E+000         4.1131322438370060E-001         4.1706457187929077E-002         7.1539244265540547E-001         2.7025550047104979E-001         2.4965380736761932E-003        -1.0000000000000000E+000
  150         6.0000000000000000E+000         3.6994072338999837E+000         3.6993996049064442E+000        -7.6723479527310121E-012         0.0000000000000000E+000         0.0000000000000000E+000         2.0075204386136773E+000        -2.1490890588977898E+000        -6.1152499362940830E+001         3.8417332215781554E+000         8.4297092833264098E-001         3.3201769201701135E+000         7.1539793729452850E-001         6.6323545203777654E-005         2.7025029031145598E-001         2.4964948080305228E-003         6.1087848575151014E-003         6.9277970136090072E+000         4.3917848437975737E-001         4.1546732218604956E-002         7.1539243091631555E-001         2.7025550680405230E-001         2.4965381071650168E-003        -1.0000000000000000E+000
  151         6.0000000000000000E+000         3.7196608412612102E+000         3.7196530523866267E+000        -8.0292058576759250E-012         0.0000000000000000E+000         0.0000000000000000E+000         2.0347453073431430E+000        -2.0864925025777694E+000        -6.0485229203623277E+001         3.8510083074447383E+000         8.3803319096420825E-001         3.3324302655935889E+000         7.1539836949315982E-001         6.6323477131709950E-005         2.7024987891626895E-001         2.4964913794035238E-003         6.1087764678542742E-003         6.9380659430827105E+000         4.6526543101106771E-001         4.1396237358976795E-002         7.1539241925274411E-001         2.7025551268880377E-001         2.4965381335385946E-003        -1.0000000000000000E+000
  152         6.0000000000000000E+000         3.7409637643347091E+000         3.7409558013182118E+000        -8.4214583867905301E-012         0.0000000000000000E+000         0.0000000000000000E+000         2.0639839213386906E+000        -2.0160096079608274E+000        -5.9762341228776179E+001         3.8611110341914952E+000         8.3244704446846718E-001         3.3461036233946477E+000         7.1539873389587760E-001         6.6323419694190082E-005         2.7024953145231168E-001         2.4964884871295718E-003         6.1087693906197128E-003         6.9492749247334826E+000         4.9370325063618392E-001         4.1230755962450905E-002         7.1539240536095583E-001         2.7025551922766694E-001         2.4965381537740924E-003        -1.0000000000000000E+000
  153         6.0000000000000000E+000         3.7607487279983625E+000         3.7607405967959560E+000        -8.8039614527661683E-012         0.0000000000000000E+000         0.0000000000000000E+000         2.0916932370331871E+000        -1.9462747398144358E+000        -5.9069784006878407E+001         3.8708324651612709E+000         8.2685884037616530E-001         3.3596028801326439E+000         7.1539894085562883E-001         6.6323386998684016E-005         2.7024933295236941E-001         2.4964868429598395E-003         6.1087653674272175E-003         6.9600983670879941E+000         5.2112822276172532E-001         4.1069908236189362E-002         7.1539239096338414E-001         2.7025552550735937E-001         2.4965381574065235E-003        -1.0000000000000000E+000
  154         6.0000000000000000E+000         3.7805680637280488E+000         3.7805597578640855E+000        -9.2036330636589198E-012         0.0000000000000000E+000         0.0000000000000000E+000         2.1199490255041589E+000        -1.8721015716575373E+000        -5.8355863413378145E+001         3.8808929594640738E+000         8.2086574600604645E-001         3.3739159522953583E+000         7.1539917052613333E-001         6.6323350662718543E-005         2.7024911260565354E-001         2.4964850189621119E-003         6.1087609042055607E-003         6.9713447561122841E+000         5.4956908257305848E-001         4.0901143104760146E-002         7.1539237460472593E-001         2.7025553211344278E-001         2.4965381326661684E-003        -1.0000000000000000E+000
  155         6.0000000000000000E+000         3.8005444228701029E+000         3.8005359345309149E+000        -9.6229910847981323E-012         0.0000000000000000E+000         0.0000000000000000E+000         2.1488651349645251E+000        -1.7929643790969332E+000        -5.7616257853687635E+001         3.8913533876871207E+000         8.1440294429013504E-001         3.3891835945145301E+000         7.1539943594963573E-001         6.6323308674976836E-005         2.7024885821836209E-001         2.4964829134757659E-003         6.1087557521967957E-003         6.9830933560033337E+000         5.7921045578172881E-001         4.0723019256705267E-002         7.1539235570063697E-001         2.7025553916799677E-001         2.4965380515823464E-003        -1.0000000000000000E+000
  156         6.0000000000000000E+000         3.8176798094403690E+000         3.8176711628551958E+000        -1.0011711910379558E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.1729029095543302E+000        -1.7242620756437714E+000        -5.6991271417757893E+001         3.9002046216738475E+000         8.0871936361158525E-001         3.4024593154721563E+000         7.1539972130471952E-001         6.6323263546529362E-005         2.7024858557745357E-001         2.4964806449968438E-003         6.1087502013542133E-003         6.9931044634671409E+000         6.0445460206728818E-001         4.0575693820938792E-002         7.1539233678444114E-001         2.7025554616213560E-001         2.4965379095496496E-003        -1.0000000000000000E+000
  157         6.0000000000000000E+000         3.8348593585821806E+000         3.8348505484429030E+000        -1.0411901584804295E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.1972336914911637E+000        -1.6522599120787274E+000        -5.6348884983372123E+001         3.9093026746420927E+000         8.0268864864351008E-001         3.4164342234462954E+000         7.1540001235322570E-001         6.6323217505836321E-005         2.7024830739049527E-001         2.4964783322252507E-003         6.1087445421299114E-003         7.0034414595460825E+000         6.3042482285312496E-001         4.0420756573768632E-002         7.1539231528828617E-001         2.7025555372855581E-001         2.4965376323142427E-003        -1.0000000000000000E+000
  158         6.0000000000000000E+000         3.8552058296484741E+000         3.8551968197443682E+000        -1.0893843651398756E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.2263106758461944E+000        -1.5622590210434417E+000        -5.5528083985815016E+001         3.9203660375086953E+000         7.9510041508782092E-001         3.4338769034507415E+000         7.1540036582465460E-001         6.6323161566374844E-005         2.7024796933983275E-001         2.4964755241027071E-003         6.1087376708092072E-003         7.0160813188280553E+000         6.6206474068261878E-001         4.0227908210000815E-002         7.1539228604011451E-001         2.7025556261407924E-001         2.4965369456823906E-003        -1.0000000000000000E+000
  159         6.0000000000000000E+000         3.8719452156743612E+000         3.8719360356932979E+000        -1.1299025379091070E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.2503576215506804E+000        -1.4853082424425976E+000        -5.4774955212747074E+001         3.9297016048282494E+000         7.8845275330095532E-001         3.4490366782217974E+000         7.1540065921758900E-001         6.6323115122674030E-005         2.7024768860795467E-001         2.4964731945607559E-003         6.1087319705487647E-003         7.0268111257654748E+000         6.8877356939995638E-001         4.0059946697392698E-002         7.1539225746521040E-001         2.7025557124606658E-001         2.4965357568487033E-003        -1.0000000000000000E+000
  160         6.0000000000000000E+000         3.8886747579452772E+000         3.8886654029981607E+000        -1.1708506862643792E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.2745404899843962E+000        -1.4036834747095170E+000        -5.4005399032989750E+001         3.9392595828801547E+000         7.8142823141400397E-001         3.4649490763418176E+000         7.1540095867141074E-001         6.6323067731449106E-005         2.7024740207293435E-001         2.4964708186227275E-003         6.1087261567596869E-003         7.0378635150267712E+000         7.1620665698896091E-001         3.9884847173269067E-002         7.1539222476012609E-001         2.7025558077404765E-001         2.4965334576377836E-003        -1.0000000000000000E+000
  161         6.0000000000000000E+000         3.9053667874002373E+000         3.9053572528699343E+000        -1.2118545379636784E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.2986806097195478E+000        -1.3183695550767718E+000        -5.3271926007143428E+001         3.9489908994385448E+000         7.7403565816479869E-001         3.4815933985250540E+000         7.1540126354040234E-001         6.6323019496103064E-005         2.7024711035332671E-001         2.4964684013300902E-003         6.1087202417781658E-003         7.0491697082169722E+000         7.4409268031812947E-001         3.9700754201222502E-002         7.1539218714038899E-001         2.7025559179373831E-001         2.4965292565372974E-003        -1.0000000000000000E+000
  162         6.0000000000000000E+000         3.9218201405056212E+000         3.9218104239928193E+000        -1.2522836183956483E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.3224711999296459E+000        -1.2296721001443056E+000        -5.2573216864222772E+001         3.9587839189428289E+000         7.6634491426127904E-001         3.4988074775614177E+000         7.1540156392970200E-001         6.6322971985448989E-005         2.7024682288429680E-001         2.4964660212080420E-003         6.1087144177510242E-003         7.0606083074726076E+000         7.7217270151952833E-001         3.9510968278936631E-002         7.1539214440118060E-001         2.7025560498592227E-001         2.4965218308962743E-003        -1.0000000000000000E+000
  163         6.0000000000000000E+000         3.9380247009311931E+000         3.9380148003682267E+000        -1.2917499207228048E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.3458524678588293E+000        -1.1370636696221414E+000        -5.1885338107523495E+001         3.9686194002460593E+000         7.5836458561940867E-001         3.5165730148754601E+000         7.1540185631668485E-001         6.6322925751406014E-005         2.7024654298648726E-001         2.4964637058486941E-003         6.1087087521946287E-003         7.0721553098611700E+000         8.0038687202825209E-001         3.9315949680420424E-002         7.1539209539792892E-001         2.7025562215864268E-001         2.4965087474868378E-003        -1.0000000000000000E+000
  164         6.0000000000000000E+000         3.9538944186317924E+000         3.9538843331776201E+000        -1.3302854112154537E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.3688065590551508E+000        -1.0398117974598162E+000        -5.1201451146122466E+001         3.9784701236678646E+000         7.5014018437395991E-001         3.5347894018834740E+000         7.1540214613410280E-001         6.6322879918984877E-005         2.7024626543492186E-001         2.4964614116118992E-003         6.1087031383239539E-003         7.0837771324335703E+000         8.2875308501115685E-001         3.9119337208109929E-002         7.1539204026919434E-001         2.7025564492958187E-001         2.4964858403761017E-003        -1.0000000000000000E+000
  165         6.0000000000000000E+000         3.9694610778800987E+000         3.9694508066228229E+000        -1.3671709278858127E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.3911337077616923E+000        -9.3743624673023596E-001        -5.0524856302387555E+001         3.9882798124316658E+000         7.4168438119962699E-001         3.5534348374302662E+000         7.1540241572871244E-001         6.6322837277980000E-005         2.7024600699182832E-001         2.4964592778999066E-003         6.1086979172485971E-003         7.0953902019529718E+000         8.5687449337541355E-001         3.8916854631113794E-002         7.1539197829988788E-001         2.7025567708043952E-001         2.4964459139085551E-003        -1.0000000000000000E+000
  166         6.0000000000000000E+000         3.9849545797798003E+000         3.9849441194161077E+000        -1.4028405662041610E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.4131793912093609E+000        -8.2668053602536273E-001        -4.9844213003970282E+001         3.9982012130927767E+000         7.3286442160124099E-001         3.5728004371341804E+000         7.1540269444200433E-001         6.6322793190514687E-005         2.7024573974823390E-001         2.4964570724758202E-003         6.1086925206977156E-003         7.1070782066433340E+000         8.8510009756468944E-001         3.8711389419521937E-002         7.1539190876369974E-001         2.7025572444309759E-001         2.4963756858673060E-003        -1.0000000000000000E+000
  167         6.0000000000000000E+000         4.0035488570029614E+000         4.0035381670653551E+000        -1.4446916045207491E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.4388040971672242E+000        -6.8256490586145180E-001        -4.9035734630296986E+001         4.0100323823297197E+000         7.2201443610628646E-001         3.5965351903613363E+000         7.1540300225077735E-001         6.6321475555141941E-005         2.7024544479416307E-001         2.4964546430753199E-003         6.1086865760889225E-003         7.1212142285779212E+000         9.1896826055262115E-001         3.8457759903116652E-002         7.1539181723434797E-001         2.7025581514617608E-001         2.4962205792961418E-003        -1.0000000000000000E+000
  168         6.0000000000000000E+000         4.0196528734525288E+000         4.0196419924716311E+000        -1.4804512456627170E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.4579596384047160E+000        -5.6124291706139173E-001        -4.8417788923079350E+001         4.0191757956785645E+000         7.1330538002734256E-001         3.6155824184184464E+000         7.1540323209897072E-001         6.6315696810684665E-005         2.7024522617816932E-001         2.4964528529628836E-003         6.1086821957826972E-003         7.1321469711802425E+000         9.4444139810270400E-001         3.8247140072377728E-002         7.1539173656358501E-001         2.7025593137916443E-001         2.4960032302691793E-003        -1.0000000000000000E+000
  169         6.0000000000000000E+000         4.0356531067644577E+000         4.0356420325223636E+000        -1.5137681445127825E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.4768460165569031E+000        -4.2772008043565546E-001        -4.7793196481123751E+001         4.0284071942407564E+000         7.0428577197905096E-001         3.6352402512658553E+000         7.1540346973458557E-001         6.6309993024803626E-005         2.7024499999585871E-001         2.4964510058341142E-003         6.1086776759606580E-003         7.1432695128376142E+000         9.7049373508326764E-001         3.8037811622667929E-002         7.1539165243458847E-001         2.7025611112078257E-001         2.4956391744917414E-003        -1.0000000000000000E+000
  170         6.0000000000000000E+000         4.0510921507621775E+000         4.0510808872517243E+000        -1.5450512433376260E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.4949327093971512E+000        -2.8706783609349074E-001        -4.7186025998779265E+001         4.0374241638896349E+000         6.9529517910141936E-001         3.6547832824905369E+000         7.1540370243478457E-001         6.6304515879846363E-005         2.7024477847109996E-001         2.4964492001601441E-003         6.1086732575762193E-003         7.1541711001041426E+000         9.9592668141808627E-001         3.7830412739497075E-002         7.1539156917500368E-001         2.7025638408301789E-001         2.4950470145059704E-003        -1.0000000000000000E+000
  171         6.0000000000000000E+000         4.0699766058373044E+000         4.0699651071540499E+000        -1.5797603463980759E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.5164394756274269E+000        -1.0068408922096118E-001        -4.6443629168517916E+001         4.0484981499594301E+000         6.8390059007696624E-001         3.6794828506365471E+000         7.1540398092583901E-001         6.6297885132000008E-005         2.7024451333923166E-001         2.4964470465879945E-003         6.1086679879041525E-003         7.1676656878017813E+000         1.0269368108096499E+000         3.7561175028045457E-002         7.1539147089491906E-001         2.7025693457220334E-001         2.4937598105359061E-003        -1.0000000000000000E+000
  172         6.0000000000000000E+000         4.0847025646969675E+000         4.0846908799804496E+000        -1.6049812709763197E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.5329765952438219E+000         5.5719839676425902E-002        -4.5860811452898325E+001         4.0572246070623015E+000         6.7471623567942074E-001         3.6993412673763211E+000         7.1540419856763282E-001         6.6292765145037168E-005         2.7024430610042283E-001         2.4964453694905227E-003         6.1086638841393020E-003         7.1783750813748224E+000         1.0513275757047666E+000         3.7342224557212061E-002         7.1539140118932931E-001         2.7025762999862302E-001         2.4920050225430827E-003        -1.0000000000000000E+000
  173         6.0000000000000000E+000         4.1026821702716445E+000         4.1026702555180137E+000        -1.6328030209140546E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.5527749872198435E+000         2.5781842264855936E-001        -4.5143946722768476E+001         4.0679686125309500E+000         6.6312742073013653E-001         3.7243377505634632E+000         7.1540449617032864E-001         6.6286579794590318E-005         2.7024402253253083E-001         2.4964430803478292E-003         6.1086582827336120E-003         7.1917004184937561E+000         1.0813732098530195E+000         3.7062531516692518E-002         7.1539132423251817E-001         2.7025898389145442E-001         2.4882480943662459E-003        -1.0000000000000000E+000
  174         6.0000000000000000E+000         4.1202352692495285E+000         4.1202231271015402E+000        -1.6565093292582114E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.5715997271883380E+000         4.6267051137696436E-001        -4.4441571075778036E+001         4.0785124546699283E+000         6.5145210643642459E-001         3.7494640860131700E+000         7.1540471702634756E-001         6.6280675679220252E-005         2.7024381222601079E-001         2.4964414188945031E-003         6.1086542172491196E-003         7.2049333055416831E+000         1.1106271726568884E+000         3.6769926954593309E-002         7.1539122939488808E-001         2.7026111292426952E-001         2.4814749270296956E-003        -1.0000000000000000E+000
  175         6.0000000000000000E+000         4.1347524484818390E+000         4.1347401157245756E+000        -1.6727117199816925E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.5865127339437026E+000         6.3408740634770755E-001        -4.3861190720217721E+001         4.0872088557638477E+000         6.4151580762626970E-001         3.7708052706574913E+000         7.1540493175491982E-001         6.6275937922212794E-005         2.7024360748940590E-001         2.4964398151488699E-003         6.1086502929721641E-003         7.2160235573161478E+000         1.1343923558372959E+000         3.6505603458257041E-002         7.1539106019240806E-001         2.7026369053987631E-001         2.4717608610652446E-003        -1.0000000000000000E+000
  176         6.0000000000000000E+000         4.1517507198394572E+000         4.1517381628635475E+000        -1.6881502521051645E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6034030939151656E+000         8.3351553107841792E-001        -4.3179253512226254E+001         4.0973964610350038E+000         6.2958577706968644E-001         3.7963849109847843E+000         7.1540523355855934E-001         6.6270446886483169E-005         2.7024331953863528E-001         2.4964375457584434E-003         6.1086447398991739E-003         7.2292457989737766E+000         1.1620018932921674E+000         3.6171649849533138E-002         7.1539049097514573E-001         2.7026788690281123E-001         2.4517915413314185E-003        -1.0000000000000000E+000
